Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,SalePrice_binned
1478,907412090,20,RL,85.0,11049,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1234,0,0,1234,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2007.0,RFn,2.0,484.0,TA,TA,Y,0,30,0,0,0,0,Ex,MnPrv,Shed,0,1,2008,WD ,Normal,179900,0.9109724632252529,-0.17585135746337494,1.1251739473151667,-1.6393918368829579,2.4743510460088056,2.0
1479,907418010,20,RL,85.0,11058,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,Gd,TA,No,GLQ,56.0,Unf,0.0,1508.0,1564.0,GasA,Ex,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2007.0,RFn,3.0,814.0,TA,TA,Y,0,24,0,0,0,0,Ex,MnPrv,Shed,0,2,2008,WD ,Normal,218836,2.280020858599205,-0.6299938735941399,0.6568293952902612,-1.9523961933536043,2.8390929103588634,3.0
1480,907418040,20,RL,74.0,9627,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,Ex,Y,SBrkr,1361,0,0,1361,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2007.0,RFn,2.0,610.0,TA,TA,Y,0,50,0,0,0,0,Ex,MnPrv,Shed,0,6,2008,WD ,Normal,193000,1.0019510542663956,-0.3683948368326379,1.1473697604429653,-2.0577585563519207,2.389411683420824,2.0
1481,907420080,60,RL,63.0,8199,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648.0,Unf,0.0,80.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,410.0,TA,TA,Y,36,18,0,0,0,0,Ex,MnPrv,Shed,0,10,2008,WD ,Normal,189000,0.8241963651832024,0.4825000963735181,1.777373666560473,0.7765765806120591,-1.6744781475745238,2.0
1482,907425010,120,RM,68.0,4426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Av,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,149,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2008,WD ,Normal,149300,-1.1628600132404412,-3.0902298629682723,2.3025313523432986,0.3596773911403885,-1.2084862094683753,1.0
1483,907425015,120,RM,68.0,4426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,149,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2008,WD ,Normal,141000,-1.1957897155230572,-3.086393830899075,2.3044805652822338,0.3568369394661617,-1.204096603255047,1.0
1484,907425030,120,RM,68.0,4438,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,149,0,0,0,0,0,Ex,MnPrv,Shed,0,1,2008,WD ,Normal,149000,-1.1330106227368792,-3.1040343652655253,2.3337122578674867,0.5559677206074249,-1.0226137681937308,1.0
1485,907425035,120,RM,68.0,4438,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2008,ConLD,Normal,144500,-1.0302193981629857,-2.830394723524642,2.2034994776225405,0.28537949941931634,-1.1691545969687342,1.0
1486,908102030,30,RL,67.0,8777,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Gd,Y,FuseA,796,0,0,796,0.0,0.0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,P,328,0,164,0,0,0,Ex,MnPrv,Shed,0,5,2008,WD ,Normal,85000,-4.903840652187248,-0.3446168995658637,-1.011293603130721,-0.24602279949480413,0.774167961438355,0.0
1487,908102040,90,RL,67.0,8777,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084.0,Unf,0.0,188.0,1272.0,GasA,Gd,Y,SBrkr,1272,928,0,2200,2.0,0.0,2,2,4,2,TA,9,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0,70,0,0,0,0,Ex,GdPrv,Shed,0,9,2008,WD ,Normal,145900,-0.34822711039465276,3.1230704428798806,-1.320668064004226,2.511146950868602,-2.0156721447104515,1.0
1488,908102140,20,RL,75.0,9825,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,609.0,Unf,0.0,483.0,1092.0,GasA,TA,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1966.0,Unf,1.0,264.0,TA,TA,Y,259,0,0,0,161,0,Ex,MnPrv,Shed,0,4,2008,COD,Abnorml,123000,-2.1764603750077693,-0.8764271243427154,-1.0896562465147883,-0.05031325845516078,0.47407150727813735,0.0
1489,908102260,20,RL,75.0,9937,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,Gd,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,1965.0,Fin,1.0,276.0,TA,TA,Y,736,68,0,0,0,0,Ex,MnPrv,Shed,0,6,2008,WD ,Normal,147500,-0.9215255675739475,-1.5278380227067025,-1.3472129546441185,1.3606075380443614,-1.4978921690471714,1.0
1490,908103260,85,RL,64.0,12102,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,GasA,Ex,Y,SBrkr,1033,0,0,1033,0.0,1.0,1,0,3,1,TA,6,Typ,0,Gd,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,Y,224,0,0,0,0,0,Ex,MnPrv,Shed,0,4,2008,WD ,Family,165000,-1.6908322175303587,-0.7586933358742822,0.18454484921220787,0.35032498603494433,-0.6643797867512722,2.0
1491,908103280,20,RL,65.0,6500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,Ex,No,BLQ,1033.0,Unf,0.0,94.0,1127.0,GasA,TA,Y,SBrkr,1127,0,0,1127,0.0,1.0,1,1,3,1,TA,6,Typ,1,Po,Detchd,1991.0,Unf,2.0,480.0,TA,TA,Y,0,0,138,0,0,0,Ex,MnPrv,Shed,0,5,2008,WD ,Normal,135000,-0.9300834497688242,-0.8425880568215771,-0.7074193762419372,0.5475268321808895,-0.6256807898008067,1.0
1492,908127120,30,RL,63.0,13907,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0.0,706.0,996.0,GasA,Ex,Y,SBrkr,996,0,0,996,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,144,0,0,0,0,0,Ex,MnPrv,Shed,0,7,2008,WD ,Normal,108000,-3.0326031159205873,-0.6925786149817522,-1.1099511086309606,0.10117232616516603,0.15368576051144633,0.0
1493,908128050,85,RL,90.0,10012,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,180.0,38.0,1138.0,GasA,TA,Y,SBrkr,1181,0,0,1181,1.0,0.0,2,0,3,1,TA,6,Typ,0,Gd,Detchd,1974.0,RFn,2.0,588.0,TA,TA,Y,0,0,180,0,0,0,Ex,MnPrv,Shed,0,4,2008,WD ,Normal,137500,-1.1192499114576353,-1.0406420703375958,-1.1832827429388084,0.6102972737844438,-0.20938712934874668,1.0
1494,908128110,60,RL,60.0,6931,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,Ex,Y,SBrkr,760,896,0,1656,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,397.0,TA,TA,Y,178,128,0,0,0,0,Ex,MnPrv,Shed,0,7,2008,WD ,Normal,165400,1.0167895701112157,1.9204955441157547,2.115478784885221,-0.11381428292109379,-0.374305887919587,2.0
1495,908151040,80,RL,68.0,9638,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,368.0,Rec,120.0,541.0,1029.0,GasA,TA,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1977.0,RFn,2.0,542.0,TA,TA,Y,292,0,0,0,0,0,Ex,MnPrv,Shed,0,11,2008,WD ,Normal,147000,-0.68069377456231,-1.2117276127444134,-0.27533395122944343,0.012331464916198133,-0.582139735857555,1.0
1496,908152110,60,RL,72.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,288.0,Unf,0.0,396.0,684.0,GasA,TA,Y,SBrkr,684,714,0,1398,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,2,2008,WD ,Normal,160500,-1.07244788050107,1.0581899352558812,0.9829860700755789,0.8243721259007747,-0.5776815713883539,2.0
1497,908152270,20,RL,60.0,7024,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1024.0,Unf,0.0,108.0,1132.0,GasA,Ex,Y,SBrkr,1132,0,0,1132,1.0,0.0,1,1,2,1,Gd,5,Typ,0,Gd,Attchd,2005.0,Fin,2.0,451.0,TA,TA,Y,252,64,0,0,0,0,Ex,MnPrv,Shed,0,6,2008,WD ,Normal,176000,-0.34908197430020366,-2.3886208976292487,1.2708143801875853,0.4591788173204902,-1.0536419853902614,2.0
1498,908154080,20,RL,123.0,47007,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,TA,Y,SBrkr,3820,0,0,3820,0.0,0.0,3,1,5,1,Ex,11,Typ,2,Gd,Attchd,1959.0,Unf,2.0,624.0,TA,TA,Y,0,372,0,0,0,0,Ex,MnPrv,Shed,0,7,2008,WD ,Normal,284700,5.374842996143833,3.3083260484591834,-5.516576553851847,0.4829538624472017,0.7146246984546137,3.0
1499,908154235,60,RL,313.0,63887,Pave,Grvl,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644.0,Unf,0.0,466.0,6110.0,GasA,Ex,Y,SBrkr,4692,950,0,5642,2.0,0.0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2.0,1418.0,TA,TA,Y,214,292,0,0,0,480,Gd,MnPrv,Shed,0,1,2008,New,Partial,160000,18.004699578503168,-4.730730368878099,-14.050865264521399,2.69101171898438,-1.3684990106601849,2.0
1500,908186040,180,RM,35.0,3675,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459.0,Unf,0.0,88.0,547.0,GasA,Ex,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Basment,2005.0,RFn,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,Ex,MnPrv,Shed,0,6,2008,WD ,Normal,148000,-1.3228659496188035,-1.5533130404695992,3.052985034877861,0.26851794477850016,-1.2966954523251846,1.0
1501,908201100,90,RL,65.0,6040,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkFace,0.0,TA,TA,PConc,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,TA,N,FuseP,1152,0,0,1152,0.0,0.0,2,0,2,2,Fa,6,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2008,WD ,AdjLand,82000,-4.352945569779995,1.3264250085549043,0.3197402242484523,0.10390488719071148,0.39872573748739104,0.0
1502,908201110,90,RL,65.0,6012,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkFace,0.0,TA,Fa,PConc,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,TA,N,SBrkr,1152,0,0,1152,0.0,0.0,2,0,2,2,TA,6,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2008,WD ,AdjLand,82000,-4.353343875304704,1.3265567672146503,0.32066333025508015,0.10318065215500741,0.3982361825070372,0.0
1503,908201120,90,RL,92.0,12108,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440,0,0,1440,0.0,0.0,2,0,4,2,Fa,8,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,9,2008,WD ,Normal,118000,-1.6124987030178226,2.2917319503765334,-1.6605329252154855,-1.3127178758253044,2.4796086835195394,0.0
1504,908204160,90,RL,74.0,6845,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,TA,N,FuseF,1152,0,0,1152,0.0,0.0,2,0,2,2,TA,6,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0,0,0,0,0,0,Ex,MnPrv,Shed,0,7,2008,WD ,Normal,82500,-4.209826936806687,1.3117751624244367,0.14803691739865915,0.04725187966170934,0.4017604405458373,0.0
1505,908225170,190,RL,56.0,6931,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,TA,N,FuseP,784,0,0,784,1.0,0.0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,112,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2008,WD ,Normal,91900,-4.508796211171026,-1.4314984933651713,0.9947729788887435,1.052303506347015,-1.6281090294176799,0.0
1506,908226120,50,RL,60.0,12180,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938,2007,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,Gd,Y,FuseF,585,468,0,1053,0.0,0.0,1,1,2,1,Ex,5,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,42,0,0,0,0,0,Ex,MnPrv,Shed,0,1,2008,WD ,Family,120000,-3.7998919054670957,0.6968911409091052,1.1714853194311097,0.5285909453457596,-0.10388667086582953,0.0
1507,908250040,50,RL,57.0,8050,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,929,208,0,1137,0.0,0.0,1,1,4,1,TA,8,Min1,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,4,2008,WD ,Normal,96000,-3.7651745871651756,2.020152706700845,0.35549174466754824,1.0286944083081337,-0.6381310773095085,0.0
1508,908250090,20,RL,68.0,9520,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,TA,TA,CBlock,Gd,TA,No,Rec,767.0,Unf,0.0,144.0,911.0,GasA,TA,Y,SBrkr,930,0,0,930,0.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1953.0,RFn,1.0,286.0,TA,TA,Y,134,0,0,0,0,0,Ex,MnPrv,Gar2,3000,5,2008,WD ,Normal,99000,-3.387589694022108,-1.4479727011990513,-1.1650938580019905,0.23005884469336899,0.09480003503106448,0.0
1509,908275130,50,RL,70.0,11767,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352.0,Unf,0.0,416.0,768.0,GasA,Ex,Y,SBrkr,768,432,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1946.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2008,WD ,Normal,130500,-2.9646059907526063,0.4945680959282268,-0.27202816168735866,0.10518713755627017,0.24537997809760712,1.0
1510,908275180,50,RL,60.0,8172,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,997,473,0,1470,0.0,0.0,2,0,4,1,TA,7,Typ,0,Gd,Detchd,1958.0,Unf,1.0,548.0,TA,TA,Y,0,0,0,0,156,0,Ex,MnPrv,Shed,0,5,2008,WD ,Normal,135000,-1.802611452098327,1.7259965158189785,-0.7219153693112184,-0.4010143458179317,1.06832816725221,1.0
1511,908275280,50,RL,59.0,16466,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,872,521,0,1393,0.0,0.0,1,1,3,1,TA,8,Typ,0,Gd,Attchd,1955.0,Unf,1.0,300.0,TA,TA,Y,121,0,0,0,265,0,Ex,MnPrv,Shed,0,4,2008,WD ,Normal,135500,-2.2565248905555952,1.6844114396651457,-1.1673425514042515,0.6326380579614972,-0.15334658002575458,1.0
1512,908276140,80,RL,62.0,7692,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Ex,TA,Av,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,Y,FuseA,1204,0,0,1204,0.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Basment,1954.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,11,2008,WD ,Abnorml,100000,-3.69954263259992,0.5006302911792566,-0.4103882873273558,-0.5208115743978284,0.31053567307731683,0.0
1513,909100150,30,RL,67.0,5142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,ALQ,224.0,Unf,0.0,725.0,949.0,GasA,TA,Y,SBrkr,949,343,0,1292,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Gd,Detchd,1923.0,Unf,1.0,205.0,TA,TA,N,0,0,183,0,0,0,Ex,MnPrv,Shed,0,6,2008,WD ,Normal,108000,-3.4072061442120605,1.4227067179091257,-1.158993389195847,0.25209463789381104,0.4444006792140765,0.0
1514,909100170,30,RL,67.0,5604,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,396.0,864.0,GasA,TA,N,FuseA,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0,0,96,0,0,0,Ex,MnPrv,Shed,0,4,2008,WD ,Normal,98000,-4.479215400516633,-1.1658707061961813,-0.8570350455146389,0.3272509799421358,0.10135453579623793,0.0
1515,909101060,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,823.0,864.0,GasA,TA,N,FuseF,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,N,0,0,100,0,0,0,Ex,MnPrv,Shed,0,9,2008,WD ,Normal,67000,-5.00765805163047,-0.6045909172643924,-0.5268199919838189,-0.7249326306468108,0.7116962962607876,0.0
